ID,item_cnt_month
248,0.62443435
249,0.102844924
250,0.7238902
251,0.16150993
252,0.36632895
253,1.2343909
254,0.4761673
255,5.9664173
256,0.14590979
257,0.18479007
258,0.5573572
259,0.23572628
260,0.090632915
261,0.16147327
262,0.2279601
263,0.14590979
264,0.08323702
265,0.4815286
266,0.14590979
267,0.23889169
268,0.11644122
269,0.16770172
270,1.2438719
271,0.1221163
272,0.15026334
273,0.72242045
274,11.73079
275,0.14590979
276,0.4141614
277,1.5862849
278,0.40257937
279,0.2008565
280,0.18721321
281,0.17446294
282,0.14756265
283,0.71132267
284,0.18721321
285,0.24131331
286,0.14590979
287,0.879844
288,0.22886756
289,0.4141614
290,0.14590979
291,0.13049385
292,0.3408482
293,0.15494284
294,0.81248057
295,1.1136236
296,0.18356544
297,0.20066649
298,0.14590979
299,0.14590979
300,0.13963759
301,0.665003
302,0.8838222
303,0.7077334
304,0.11551252
305,0.11538786
306,0.23549113
307,0.1866329
308,0.27046707
309,0.14590979
310,0.14590979
311,0.4707962
312,0.7992699
313,0.2008565
314,0.14590979
315,0.4141614
316,0.14962682
317,2.214918
318,0.102656245
319,0.16269934
320,0.14590979
321,0.095778435
322,0.87445295
323,0.13004965
324,0.5508342
325,0.44592533
326,0.35856768
327,0.14590979
328,0.14590979
329,0.3905388
330,0.14590979
331,0.14590979
332,0.14621645
333,0.23727465
334,0.92968583
335,0.27973524
336,0.11792511
337,0.80258435
338,0.3734192
339,0.42291868
340,0.11392638
341,0.22007105
342,0.14590979
343,1.1676286
344,0.11429083
345,0.12033558
346,4.2530336
347,3.6102953
348,0.12110564
349,0.33386907
350,0.14590979
351,0.51959574
352,0.14590979
353,0.1602642
354,0.14590979
355,0.14590979
356,0.4141614
357,0.81248057
358,0.63142383
359,0.4141614
360,0.1694588
361,3.162241
362,0.72242045
363,0.92968583
364,0.6211323
365,0.49459076
366,0.14590979
367,0.14590979
368,0.14590979
369,0.18747532
370,0.14590979
371,0.4141614
372,0.72242045
373,0.14590979
374,1.6075323
375,2.3136916
376,0.48226908
377,0.24131331
378,0.43060288
379,0.14590979
380,2.8243568
381,0.49459076
382,0.5060492
383,0.14590979
384,1.9296699
385,0.4760706
386,0.47316095
387,0.14590979
388,0.1767214
389,0.10183224
390,0.14590979
391,0.13939759
392,0.20193735
393,0.4510573
394,0.14590979
395,0.14590979
396,2.2229373
397,0.45425525
398,0.14590979
399,0.39020944
400,0.14590979
401,0.46628916
402,1.6391025
403,2.4773676
404,0.3759081
405,0.113841265
406,0.13263276
407,0.09695122
408,0.11778852
409,0.14590979
410,0.14590979
411,1.076788
412,0.16329145
413,0.19185561
414,0.14590979
415,4.5282407
416,0.14590979
417,0.14590979
418,0.14590979
419,0.14590979
420,0.43190804
421,1.4323273
422,0.4141614
423,0.9782841
424,0.12746644
425,0.21098062
426,0.14590979
427,0.14590979
428,1.2151475
429,0.565308
430,0.9283728
431,0.67516905
432,0.1020073
433,0.14590979
434,0.10259718
435,0.822353
436,0.11649251
437,0.84407216
438,0.670928
439,0.6436422
440,0.13449878
441,0.21324158
442,0.23889169
443,0.2313018
444,0.12746644
445,0.38665885
446,0.2507637
447,0.23740485
448,0.4141614
449,0.601643
450,0.4141614
451,0.21733166
452,0.15490982
453,0.21737128
454,0.48418584
455,0.16851872
456,0.42680869
457,0.14590979
458,0.6471822
459,0.67144203
460,20.0
461,1.3691385
462,0.4141614
463,0.58352953
464,0.693123
465,0.14590979
466,0.14590979
467,0.14590979
468,0.14590979
469,0.4165953
470,0.4141614
471,0.4959522
472,0.1694588
473,0.14590979
474,1.0644805
475,1.4323273
476,0.14590979
477,0.08760756
478,0.14852381
479,0.14590979
480,0.14590979
481,0.14590979
482,0.11141577
483,0.4141614
484,1.0290933
485,0.52636564
486,0.637393
487,0.123770386
488,0.14590979
489,2.61572
490,0.16943794
491,0.14590979
492,0.45019335
493,0.14590979
494,0.34363103
495,0.10127419
496,0.13939759
497,0.14590979
498,5.6359353
499,0.14590979
500,0.14590979
501,0.54039097
502,0.5163671
503,0.14590979
504,1.287845
505,0.84128785
506,1.1331425
507,0.14678192
508,0.9816281
509,0.37875736
510,0.13177085
511,0.12239975
512,0.24031137
513,0.14590979
514,0.1020073
515,0.14590979
516,0.23889169
517,0.5670316
518,0.894678
519,0.46563262
520,0.4348207
521,0.7042037
522,0.62758106
523,1.4323177
524,0.1694588
525,0.6350083
526,0.22853813
527,0.14297849
528,0.11551252
529,0.09043151
530,0.14590979
531,0.6550952
532,0.10298434
533,0.09240076
534,0.14590979
535,0.08134869
536,0.14590979
537,0.15932861
538,0.39952728
539,0.20089507
540,0.8143926
541,0.14590979
542,0.34508324
543,0.12413567
544,0.11773804
545,0.14590979
546,0.38206458
547,0.13045323
548,0.121405125
549,0.13683423
550,0.14590979
551,0.3523202
552,0.626704
553,0.11191931
554,0.16147327
555,0.3526101
556,0.1497406
557,0.18721321
558,0.14590979
559,0.13554466
560,0.31992555
561,0.7981843
562,0.092749506
563,0.14590979
564,0.14590979
565,0.16475171
566,0.14552593
567,0.14590979
568,0.25235927
569,0.121263325
570,0.14590979
571,0.14590979
572,0.81248057
573,0.23592182
574,0.14590979
575,0.14590979
576,0.24999675
577,0.14590979
578,0.14590979
579,0.3672477
580,0.14590979
581,0.14590979
582,0.14590979
583,0.14590979
584,0.80830306
585,0.08761492
586,0.14590979
587,0.7122674
588,2.7851853
589,0.16883296
590,0.5078628
591,0.3200305
592,2.2627327
593,0.112134784
594,0.14104137
595,0.18378654
596,0.1350666
597,0.14590979
598,0.1562491
599,0.14590979
600,0.094653815
601,0.1488761
602,0.14590979
603,0.11644122
604,0.205475
605,0.09158555
606,0.10722646
607,0.14590979
608,0.111388594
609,0.5005064
610,0.37880212
611,0.7776768
612,0.14590979
613,0.14590979
614,0.14590979
615,0.93878883
616,0.4141614
617,0.28909215
618,0.5060492
619,0.13939759
620,0.45446062
621,0.14590979
622,0.14590979
623,0.5270198
624,0.4141614
625,0.4141614
626,0.81248057
627,0.14590979
628,0.10568911
629,0.1694588
630,0.19825163
631,0.14590979
632,0.1694588
633,0.14590979
634,0.6383735
635,0.42426404
636,0.14590979
637,0.21312964
638,0.3431494
639,0.15376806
640,0.5425053
641,0.77303946
642,0.1309877
643,0.14590979
644,0.102656245
645,0.14590979
646,0.81248057
647,0.13939759
648,0.14590979
649,0.1694588
650,0.21980774
651,0.94958603
652,0.14590979
653,0.16579852
654,0.20124575
655,0.4141614
656,0.37059626
657,0.14590979
658,0.14590979
659,0.12729555
660,0.5947406
661,0.25210297
662,0.14590979
663,1.2527595
664,0.1128757
665,0.4095087
666,0.15552396
667,0.14590979
668,0.72242045
669,0.1694588
670,0.11498901
671,0.1116181
672,0.21893254
673,0.7072231
674,0.14590979
675,0.14590979
676,0.5978556
677,0.81330276
678,0.23889169
679,0.9502091
680,0.14590979
681,0.09047949
682,0.4190261
683,0.14590979
684,0.72242045
685,0.4141614
686,0.3526101
687,0.4141614
688,0.3786405
689,0.14590979
690,0.14590979
691,0.1744282
692,0.14558646
693,0.1107969
694,0.14590979
695,0.8162248
696,0.14590979
697,0.14590979
698,0.14590979
699,0.14590979
700,1.4323273
701,0.14590979
702,1.4059495
703,1.4059495
704,0.14590979
705,0.14590979
706,0.116627276
707,0.14590979
708,0.17381105
709,2.460377
710,0.22116879
711,0.34252077
712,0.14590979
713,0.5326177
714,0.23889169
715,0.14590979
716,0.43481117
717,0.2208157
718,0.14590979
719,0.14590979
720,0.14590979
721,0.53435326
722,0.09170896
723,2.0748887
724,0.15192762
725,0.5060492
726,0.5797734
727,0.72242045
728,0.14590979
729,1.061913
730,0.14231518
731,0.14184666
732,1.062006
733,0.14590979
734,0.72242045
735,0.23889169
736,0.4141614
737,0.65979934
738,0.5060492
739,0.2486468
740,0.23889169
741,0.09828845
742,0.14590979
743,0.4141614
744,0.6037356
745,0.5060492
746,0.3526101
747,0.47736555
748,0.6353411
749,0.14590979
750,0.37004727
751,0.12347284
752,0.34252077
753,0.12002924
754,1.58798
755,0.43481117
756,0.14590979
757,0.42329153
758,0.11538786
759,0.11525434
760,0.95704865
761,0.35481966
762,0.14730853
763,1.8180995
764,0.34252077
765,0.13939759
766,0.23889169
767,0.37600318
768,0.70327246
769,0.35713363
770,0.14590979
771,0.14590979
772,0.23889169
773,0.14590979
774,0.14590979
775,0.14590979
776,0.4141614
777,0.4141614
778,0.14590979
779,0.4141614
780,0.14590979
781,1.0644805
782,0.8306472
783,0.4141614
784,0.14590979
785,1.0644805
786,2.1646447
787,1.1521907
788,0.14590979
789,0.4141614
790,0.14590979
791,0.14590979
792,0.14590979
793,3.019835
794,0.14590979
795,0.14590979
796,0.14590979
797,0.4141614
798,0.14590979
799,1.429693
800,0.4141614
801,0.17446294
802,0.14590979
803,0.14590979
804,0.18017453
805,0.14590979
806,0.07748324
807,0.26113236
808,0.42787704
809,0.14590979
810,0.5244261
811,0.5001693
812,0.3800177
813,0.13939759
814,0.1026282
815,0.49859604
816,0.2581999
817,0.14590979
818,0.14590979
819,0.16083929
820,0.22266677
821,0.11353442
822,0.40273887
823,0.14590979
824,0.26793778
825,0.4176117
826,0.1694588
827,0.14590979
828,0.103778064
829,0.18219876
830,1.0644805
831,0.22962631
832,0.12382379
833,0.5883168
834,1.0644805
835,0.16511956
836,0.14590979
837,0.88157976
838,0.5626108
839,0.146806
840,0.14590979
841,0.22962631
842,0.12746644
843,0.14590979
844,0.3526101
845,0.14590979
846,0.12338534
847,0.4141614
848,0.17186898
849,0.11839992
850,0.16269246
851,0.14590979
852,0.51867896
853,0.14590979
854,0.3526101
855,0.89885116
856,0.4141614
857,1.2106574
858,0.14590979
859,0.78537107
860,0.1090118
861,0.14590979
862,0.23889169
863,0.4141614
864,0.37159806
865,0.5750964
866,0.3691608
867,0.121405125
868,1.0795922
869,0.15758705
870,0.8590499
871,0.18721321
872,0.15145251
873,0.45729017
874,0.51678723
875,1.3322198
876,0.16387379
877,0.11538786
878,0.33479357
879,0.5060492
880,0.09378052
881,0.4141614
882,0.6487764
883,1.4323273
884,0.75126266
885,0.91459167
886,0.23186748
887,0.3669356
888,0.20330715
889,0.12903538
890,0.3681865
891,0.5601847
892,0.120452225
893,0.13159949
894,0.3526101
895,0.23889169
896,0.14590979
897,0.14658126
898,0.08421403
899,0.5060492
900,0.09387228
901,1.3241242
902,0.13939759
903,0.14590979
904,0.5272973
905,0.39804387
906,2.1617212
907,0.28028852
908,0.35861045
909,0.14590979
910,0.2406708
911,0.08969343
912,1.350419
913,0.5694626
914,0.14590979
915,0.20130318
916,0.18335962
917,0.10736853
918,0.19028965
919,0.41652
920,0.14590979
921,1.0388138
922,0.13939759
923,0.121405125
924,0.39054227
925,0.2243138
926,0.34143156
927,0.15635529
928,0.37752846
929,0.36982772
930,0.14590979
931,0.14590979
932,0.42733377
933,0.37679756
934,0.14590979
935,0.23889169
936,0.4141614
937,0.9662848
938,0.11936107
939,0.20366347
940,0.1694588
941,0.39116055
942,0.14590979
943,0.5033117
944,0.120452225
945,0.14590979
946,0.19776756
947,0.11228192
948,0.4141614
949,0.11504394
950,0.23889169
951,0.14590979
952,0.12331468
953,0.14590979
954,0.33254957
955,0.4141614
956,0.3163791
957,0.11801174
958,0.6275876
959,0.14590979
960,0.14590979
961,0.19359487
962,0.49307016
963,0.1694588
964,0.1694588
965,0.14590979
966,0.23704009
967,0.14590979
968,0.12808698
969,0.11958423
970,0.14590979
971,0.10974768
972,0.11531764
973,0.49822384
974,0.16448471
975,0.105382174
976,0.36649814
977,1.0495173
978,0.34083247
979,1.1611028
980,0.50665694
981,0.3259003
982,0.69591284
983,0.1054118
984,0.14590979
985,0.5475294
986,0.22962631
987,0.5933506
988,0.16225708
989,0.14590979
990,0.14590979
991,0.3117336
992,0.26931286
993,1.0644805
994,0.66848445
995,0.12063715
996,0.14590979
997,0.12609705
998,0.226049
999,0.1413692
1000,0.90241265
1001,0.16943794
1002,0.7470116
1003,0.14590979
1004,0.24584545
1005,0.15299004
1006,0.14590979
1007,0.1354053
1008,0.6849201
1009,0.22256073
1010,0.20087942
1011,0.3800177
1012,0.5606096
1013,1.9599307
1014,0.14590979
1015,0.14590979
1016,0.14590979
1017,0.14590979
1018,0.13062003
1019,0.23889169
1020,0.14590979
1021,0.3099429
1022,0.11599767
1023,0.092051715
1024,0.4370533
1025,0.13508499
1026,0.53435326
1027,0.2185569
1028,0.14590979
1029,0.16525161
1030,0.1382407
1031,0.4141614
1032,1.7852445
1033,0.14590979
1034,0.5977367
1035,0.21623507
1036,0.13418156
1037,1.2382642
1038,0.14590979
1039,0.08657977
1040,0.48198083
1041,0.14590979
1042,0.14590979
1043,0.11135805
1044,0.25800186
1045,0.23889169
1046,0.54301137
1047,0.23889169
1048,0.34022653
1049,0.14590979
1050,0.14590979
1051,0.14590979
1052,0.14590979
1053,0.14590979
1054,0.14590979
1055,0.4332639
1056,0.41336253
1057,0.14590979
1058,0.14590979
1059,1.5222795
1060,0.14737254
1061,0.14590979
1062,0.06358591
1063,0.2132912
1064,0.22516258
1065,0.07221949
1066,0.41619283
1067,0.39786243
1068,0.13775498
1069,0.4141614
1070,0.16451102
1071,0.10802907
1072,0.14590979
1073,0.23889169
1074,0.23889169
1075,0.23889169
1076,0.20027745
1077,0.14590979
1078,0.14590979
1079,0.24216567
1080,0.119170845
1081,0.14590979
1082,0.11916438
1083,0.14096364
1084,0.19891384
1085,0.11366615
1086,0.14590979
1087,0.1478655
1088,0.42733377
1089,0.62179196
1090,1.8180995
1091,0.14590979
1092,0.56964135
1093,0.13728487
1094,0.1694588
1095,0.15273416
1096,0.1694588
1097,0.13999248
1098,0.14590979
1099,0.085387826
1100,0.28388673
1101,0.23889169
1102,0.2757761
1103,0.92968583
1104,1.4826999
1105,0.19341126
1106,0.14590979
1107,0.7262393
1108,0.11353442
1109,0.14590979
1110,0.22428618
1111,0.14590979
1112,0.27350903
1113,0.14590979
1114,0.34272823
1115,0.10573101
1116,0.1694588
1117,0.14590979
1118,0.1025421
1119,0.13818476
1120,0.35644716
1121,0.12990066
1122,0.19515112
1123,0.14590979
1124,0.12338534
1125,0.16090375
1126,0.46807107
1127,0.087403566
1128,0.15126708
1129,0.37757874
1130,0.24348566
1131,0.14590979
1132,0.09695315
1133,0.10105023
1134,0.19713548
1135,0.10595819
1136,0.22469711
1137,1.1198478
1138,0.28421387
1139,0.12413567
1140,0.3396893
1141,0.10859534
1142,0.12114406
1143,0.12746644
1144,0.080038756
1145,0.49459076
1146,0.039964527
1147,0.14590979
1148,0.14590979
1149,0.21737072
1150,0.12338534
1151,0.39344606
1152,0.14590979
1153,0.33718413
1154,0.8047463
1155,0.4141614
1156,0.15411106
1157,2.1465025
1158,1.551636
1159,0.133246
1160,0.23391785
1161,0.5073442
1162,0.24023673
1163,0.14590979
1164,0.11436057
1165,0.14590979
1166,0.14590979
1167,0.14590979
1168,0.14590979
1169,0.14590979
1170,0.4141614
1171,0.14590979
1172,0.14590979
1173,0.052725136
1174,0.14590979
1175,0.14590979
1176,0.14590979
1177,0.1380727
1178,0.22531031
1179,0.10692462
1180,0.52603644
1181,0.092607886
1182,0.1694588
1183,0.14590979
1184,0.1617141
1185,0.13467723
1186,0.14590979
1187,0.14590979
1188,0.10568911
1189,1.0644805
1190,0.1309877
1191,0.11644122
1192,0.14590979
1193,1.0564861
1194,0.0795992
1195,0.30049834
1196,0.12338534
1197,0.10242066
1198,0.14590979
1199,0.3623378
1200,0.15278059
1201,0.14590979
1202,0.14135504
1203,0.4828498
1204,0.14590979
1205,0.90106213
1206,0.13508499
1207,0.14590979
1208,0.1634331
1209,0.04372543
1210,0.17781901
1211,0.12780997
1212,2.09652
1213,0.77036846
1214,0.45682973
1215,0.16851872
1216,0.5633232
1217,0.4907474
1218,0.24895221
1219,0.1221163
1220,0.14590979
1221,0.14590979
1222,0.09771514
1223,0.11916438
1224,0.20931846
1225,0.14590979
1226,0.1551021
1227,0.14590979
1228,0.33781976
1229,0.2284172
1230,0.14590979
1231,0.52860594
1232,0.22538097
1233,0.21912836
1234,0.13508499
1235,0.34252077
1236,0.2964516
1237,0.41493177
1238,0.14590979
1239,1.0644805
1240,0.12419504
1241,0.35204336
1242,0.20004737
1243,0.4141614
1244,0.1694588
1245,0.12746644
1246,1.01807
1247,0.2543969
1248,0.33852988
1249,0.10298419
1250,0.19800898
1251,0.14590979
1252,0.170443
1253,0.4141614
1254,0.7238902
1255,0.17386976
1256,0.5620117
1257,0.1221163
1258,0.14590979
1259,0.14590979
1260,0.14590979
1261,0.20193109
1262,0.14590979
1263,0.091622055
1264,1.5051861
1265,0.19274032
1266,0.1731466
1267,0.6698264
1268,0.08776039
1269,0.1291655
1270,0.5874578
1271,0.19776756
1272,0.115125924
1273,0.19846141
1274,0.14590979
1275,0.086918
1276,0.3955564
1277,0.14590979
1278,0.14590979
1279,0.72242045
1280,0.06446934
1281,0.15907443
1282,0.12221393
1283,0.21181944
1284,1.0134244
1285,0.20018107
1286,0.11739215
1287,0.6484169
1288,0.102861375
1289,0.41493177
1290,0.16943794
1291,1.468898
1292,0.2084564
1293,0.23401447
1294,0.7282866
1295,0.3100326
1296,0.20674756
1297,0.4141614
1298,0.7103228
1299,0.24760261
1300,0.24760261
1301,0.35558584
1302,0.16326886
1303,0.14590979
1304,0.92968583
1305,0.4141614
1306,0.09184602
1307,0.089455485
1308,0.4141614
1309,0.14590979
1310,0.14590979
1311,0.18457249
1312,0.97049004
1313,0.21337712
1314,0.3773748
1315,0.14590979
1316,0.4989235
1317,0.22200382
1318,0.89977026
1319,0.13660887
1320,0.23889169
1321,0.1694588
1322,0.14590979
1323,0.32901403
1324,0.13865435
1325,0.6217166
1326,0.14590979
1327,0.14590979
1328,0.15551406
1329,0.1221163
1330,0.14590979
1331,0.1755076
1332,0.14590979
1333,2.065628
1334,0.13635567
1335,0.13024688
1336,0.14590979
1337,0.42277706
1338,0.22962631
1339,0.19310302
1340,0.14590979
1341,0.14590979
1342,0.4560622
1343,0.11801174
1344,0.14590979
1345,0.12331468
1346,0.14590979
1347,0.18721321
1348,0.13939759
1349,0.68712723
1350,0.14590979
1351,0.23889169
1352,0.14590979
1353,0.18721321
1354,0.26269922
1355,0.4141614
1356,0.23889169
1357,0.21042445
1358,0.13078779
1359,0.7408637
1360,0.72242045
1361,0.4141614
1362,0.12424636
1363,0.1750117
1364,0.30737895
1365,0.49558926
1366,0.11258921
1367,0.18948063
1368,0.29221398
1369,0.14590979
1370,0.14590979
1371,0.14590979
1372,0.11644122
1373,0.4141614
1374,0.14590979
1375,0.4141614
1376,0.4234485
1377,0.14590979
1378,0.28157687
1379,0.23889169
1380,0.21737128
1381,0.10140669
1382,0.22674885
1383,0.4528406
1384,0.12560657
1385,0.4141614
1386,0.18266019
1387,0.11983177
1388,0.09091684
1389,0.14590979
1390,0.13762742
1391,0.09631577
1392,0.18362239
1393,0.14590979
1394,0.14590979
1395,0.3474555
1396,0.14590979
1397,0.32722434
1398,0.22920254
1399,0.12315327
1400,0.14590979
1401,0.14590979
1402,0.1694588
1403,0.6826303
1404,0.14590979
1405,0.14590979
1406,0.10528055
1407,0.14590979
1408,0.089697
1409,0.14590979
1410,0.23889169
1411,0.15038648
1412,0.10949245
1413,0.1694588
1414,0.11644122
1415,0.08773771
1416,0.17900792
1417,0.38862878
1418,0.11121157
1419,0.22662604
1420,0.14590979
1421,0.4170723
1422,0.10840088
1423,0.12531346
1424,0.12682542
1425,0.121405125
1426,0.14590979
1427,0.12746644
1428,0.104305565
1429,0.15096349
1430,0.14590979
1431,0.1414501
1432,0.14590979
1433,0.11412412
1434,0.14590979
1435,0.10653639
1436,0.14590979
1437,0.14590979
1438,0.14590979
1439,0.14590979
1440,0.14590979
1441,0.14590979
1442,0.17903778
1443,0.3276782
1444,0.14590979
1445,0.112134755
1446,0.14590979
1447,0.14590979
1448,0.14590979
1449,0.23889169
1450,0.14590979
1451,0.10409388
1452,0.21627694
1453,0.1694588
1454,0.14590979
1455,0.14590979
1456,0.12142947
1457,0.14590979
1458,0.37776124
1459,0.72242045
1460,0.13803661
1461,0.13267773
1462,0.49840957
1463,0.14590979
1464,0.17179531
1465,0.13721016
1466,0.3929116
1467,0.14590979
1468,0.23889169
1469,0.19637513
1470,0.16150993
1471,0.16136122
1472,0.2627641
1473,0.23889169
1474,0.4607163
1475,0.4115966
1476,0.1694588
1477,0.43698508
1478,0.11773804
1479,0.4141614
1480,0.17485645
1481,0.1147545
1482,0.5060492
1483,0.14590979
1484,0.11607215
1485,0.12272936
1486,0.17756394
1487,0.10868433
1488,0.10692382
1489,0.33917746
1490,0.10259718
1491,0.20981655
1492,0.14989135
1493,0.14590979
1494,0.4141614
1495,0.11773804
1496,0.10349634
1497,2.8095663
1498,0.50559705
1499,0.121405125
1500,0.11644122
1501,0.13585362
1502,0.4141614
1503,0.14590979
1504,0.13570476
1505,0.14590979
1506,0.23397197
1507,0.14590979
1508,0.1480037
1509,0.30085292
1510,0.12295562
1511,0.134063
1512,0.14590979
1513,0.14590979
1514,0.4141614
1515,0.14590979
1516,0.14590979
1517,0.123744935
1518,0.25957918
1519,0.10682139
1520,0.14590979
1521,0.4141614
1522,0.3510974
1523,0.10094857
1524,0.3929116
1525,0.14590979
1526,0.14091545
1527,0.1694588
1528,0.100921035
1529,0.10455307
1530,0.14956743
1531,0.4141614
1532,0.41174585
1533,0.14590979
1534,0.14590979
1535,0.14590979
1536,0.52144074
1537,0.14590979
1538,0.4141614
1539,0.3926305
1540,0.14590979
1541,0.14590979
1542,0.14590979
1543,0.10742584
1544,0.12338534
1545,0.14590979
1546,0.14590979
1547,0.1191487
1548,0.2564258
1549,0.16684675
1550,0.14590979
1551,0.4141614
1552,0.14590979
1553,0.12331468
1554,0.14590979
1555,0.25675964
1556,0.23889169
1557,0.14590979
1558,0.4141614
1559,0.12864494
1560,0.1694588
1561,0.23889169
1562,0.14590979
1563,0.23889169
1564,0.14590979
1565,0.14590979
1566,0.20674756
1567,0.09916717
1568,0.14590979
1569,0.14590979
1570,0.14590979
1571,0.14590979
1572,0.14590979
1573,0.14590979
1574,0.4018988
1575,0.14590979
1576,0.14590979
1577,0.14590979
1578,0.08662829
1579,0.14590979
1580,0.14590979
1581,0.14590979
1582,0.61586267
1583,0.28588253
1584,0.294043
1585,0.14590979
1586,0.14590979
1587,0.23889169
1588,0.14590979
1589,0.09851107
1590,0.10595819
1591,0.14590979
1592,0.14590979
1593,0.11773804
1594,0.14590979
1595,0.14590979
1596,0.14590979
1597,0.14590979
1598,0.14590979
1599,0.14590979
1600,0.14590979
1601,0.14590979
1602,0.13939759
1603,0.14590979
1604,0.14590979
1605,0.115125924
1606,0.14590979
1607,0.14590979
1608,0.4141614
1609,0.4141614
1610,0.14590979
1611,0.14590979
1612,0.14590979
1613,0.4514983
1614,0.14590979
1615,0.47736555
1616,0.14590979
1617,0.14590979
1618,0.551668
1619,0.14590979
1620,0.1441162
1621,0.55504334
1622,0.14590979
1623,0.14590979
1624,0.14590979
1625,0.14590979
1626,0.14590979
1627,0.7342997
1628,0.121405125
1629,0.14590979
1630,0.14590979
1631,0.14590979
1632,0.14590979
1633,0.14590979
1634,0.14590979
1635,0.14590979
1636,0.14590979
1637,0.14590979
1638,0.14740038
1639,0.14590979
1640,0.15923902
1641,0.14590979
1642,0.14590979
1643,0.11551252
1644,0.20579344
1645,0.14590979
1646,0.1694588
1647,0.5846514
1648,0.14590979
1649,0.14590979
1650,0.14590979
1651,0.11496502
1652,0.14590979
1653,0.5060492
1654,0.72242045
1655,0.22662604
1656,0.45405108
1657,0.2993632
1658,0.14590979
1659,0.46822897
1660,0.14590979
1661,0.08524394
1662,0.14590979
1663,0.14590979
1664,0.945956
1665,0.14590979
1666,0.15923902
1667,0.14590979
1668,0.23889169
